text;label
Родила детей заточении: княжна, которую жизнь держали стражей, родись царицей, родись счастливой. Горькая печальная судьба Анны Леопольдовны — внучки русского царя Ивана V племянницы Петра Великого — красноречивое тому свидетельство. год побыла государыней, испытать позорную ссылку российскую глухомань навсегда остаться. смерти Петра I началась жестокая беспощадная драка престол различных политических сил страны. дан старт эпохе дворцовых переворотов, которые унесли немало жизней сгубили многих фаворитов. Волею судеб российский трон взошла вдовствующая герцогиня Курляндская Анна Иоанновна. первых дней своего правления столкнулась сложной проблемой. Нужен наследник, которого русская царица естественным причинам родить могла. Спас положение указ Петра I, черным белому написано, государыня вольна определить собственному решению будущего наследника. 1733 году роль будущей матери выбрала племянницу Елизавету Кристину Катарину, которая приняла православие получила имя Анна Леопольдовна. шесть лет Анну выдадут замуж герцога Брауншвейг-Люнебургского Антона Ульриха. Вскоре родит сына, который смерти бабушки Анны Иоанновны двухмесячным младенцем провозглашен русским императором именем Иоанна VI. Регентом нем определили бывшего конюха, фаворита умершей императрицы герцога Курляндского Эрнста Бирона. церемонился Анной Леопольдовной, обладавшей мягким добрым нравом, непригодной жестокой дворцовой борьбы. Бирон посчитал, выполнила историческую миссию, — давно пора указать дверь., некогда влиятельный фаворит подозревал, дни сочтены., отравили закололи кинжалом из-за угла. Просто результате очередного дворцового переворота предводительством фельдмаршала Миниха гвардейцы арестовали вконец надоевшего народу Бирона отправили доживать дни своем имении. Регентшей младенце-императоре VI, заодно императрицей, стала мать — Анна Леопольдовна. по-прежнему далека политики: интересовали семейные заботы, свободное время — балы прочие развлечения. доверчивая, наивная Анна Леопольдовна догадывалась, какие сети заговора плетет вокруг дочь Петра I — Елизавета Петровна, охочая власти пользующаяся популярностью среди народа. «Сестрица Елизавета», называла Анна Леопольдовна, самом деле двоюродная тетка, ненамного старше временной императрицы. искушена дворцовых интригах, однако однажды совершила роковую ошибку. руки Анны Леопольдовны попался донос, котором довольно убедительно говорилось имперских амбициях Елизаветы Петровны, недвусмысленно заявляющей своих правах российский трон. царские покои вызвали Елизавету, состоялся разговор Анной, ходе которого претендентка престол горячо уверяла пока правящую царицу, это злой навет козни врагов., мол, ничто угрожает маленькому сыну императрицы. следующий день, 24 ноября 1741 года произошел дворцовой переворот. Бравые гвардейцы привели трон новую императрицу. Разумеется, ею стала Елизавета Петровна. Елизавета, добившаяся власти ценой вероломства, стояла выбором: делать Анной Леопольдовной, мужем, маленьким Иоанном, новорожденной дочерью Екатериной? Поначалу решила отправить «Брауншвейгское семейство» Европу. возмутились те, привел Елизавету власти: дескать, настоящее политическое раздолье подготовки заговора. Новоиспеченная императрица медлила, колебалась, выбирая, какую участь уготовить свергнутой царице. Вмешался случай, вернее, слабая попытка камер-лакея Александра Турчанинова устроить заговор против Елизаветы Петровны, вернуть российский трон маленького Иоанна. Елизавета сомневалась своем окончательном решении. декабре 1742 года Анну Леопольдовну всем семейством привезут крепость Дюнамюнд. родит дочь Елизавету. Новая императрица, которой всюду мерещился призрак очередного заговора, строчит новый указ — отправить «Брауншвейгское семейство» Соловки. из-за ледяных торосов ссыльных поселили Холмогорах архиерейском доме. Тяжелая, унылая жизнь шла своим чередом. Никому дома отлучаться дома расстоянии 200 сажен — примерно 400 метров. Единственными развлечениями прогулки саду езда карете тех установленных пределах. Суровые условия убили веру Анны Леопольдовны счастливое будущее. молода, привлекательна, страстно любила жизнь. ссылке семье изгнанников появятся двое сыновей. старшего Иоанна — бывшего наследника царской короны, отлучат матери сразу приезду. будут содержать отдельно строгой охраной. марте 1746 года, возрасте 27 лет горячки, вызванной последними родами, скончается Анна Леопольдовна — бывшая императрица, которая глубине души хотела ею. своим настоящим предназначением считала роль обычной женщины, счастливой матери, окруженной радостными детьми. рядом любимый мужчина.,, узнает дальнейшей судьбе своих близких сердцу детей мужа. Антон Ульрих позже велению царицы Екатерины II получит право вернуться Россию. детей. наотрез откажется милости. Антон Ульрих покинет мир 1774 году возрасте 59 лет. Старший сын Иоанн жизнь проведет Шлиссельбургской крепости. застрелит охранник, бывшего наследника российский престол попытаются освободить. 23 года. Приглашаем наш новый паблик, каждый день рассказываем интересные факты истории прошлого России эпохи Рюриковичей Романовых;образование
"Отличный писатель ужасный муж: факты Л.Н. Толстом, которые могли знать. Лев Николаевич Толстой — заслуженно самых известных писателей философов мире. имя часто ассоциируется иностранцев Россией, роман-эпопея писателя «Война мир» переведен десятки языков мира. Толстого несколько номинировали Нобелевскую премию литературе Нобелевскую премию мира, учения «толстовства» тысячи последователей всему миру. Однако положительных сторонах, Льва Николаевича такие, которые рассказывают детям уроках литературы школе. Будущий символ русской литературы родился 9 сентября 1828 года семейной усадьбе Ясная Поляна. Мать мальчика умерла, ребенку меньше двух лет, отец — ушел жизни 9 году Льва. Воспитывать будущего писателя других четырех детей стала тетя Александра Остен-Сакен. детскими годами имении Ясная Поляна связаны самые светлые воспоминания Льва Николаевича. Часто именно ложились основу многих произведений., апреле 1847 года усадьба перешла владения молодого человека наследству,, закончив учебу, вернулся жить родные края. любимой Поляне Толстой начал писать первые литературные произведения решил самостоятельно получить образование, составив собственный учебный план. Литературная карьера Льва Николаевича Толстого началась июле 1852 года отправленной рукописи рассказа «Детство» журнал «Современник». Произведение очень понравилось редактору Николаю Некрасову, поэтому вскоре оно появилось страницах журнала. 2 года современнике вышла вторая опубликованная повесть Толстого «Отрочество». осознанную жизнь Лев Николаевич Толстой буквально помешан разного рода аскезах планировании., например, писатель создал свой личный длинный список правил которым старался жить. Некоторые вполне простыми доступными, например, ложиться спать 10 вечера, вставать 5 утра, питаться умеренно употреблять сладкое. Однако другие кажутся дикими пугающими. понять, Толстой имел множество проблем, которыми пытался самостоятельно бороться. Например, своде правил обещал посещать публичные дома двух месяц пытался ограничивать азартных играх. юношества писатель вел «Дневник ежедневных занятий», котором подробно описывал свои дни, рефлексировал, планировал следующие ругался неисполнение правил. Мужчина подробно записывал каждую удачу промах, учиться собственных ошибках. «написал правил хотел следовать; силы мои слишком слабы. хочу дать одно правило прибавить нему другое, привыкну следовать одному» Л.Н. Толстой Свой знаменитый роман «Война мир» Толстой дописал благодаря своей жене 1862 году 34-летний Лев Николаевич Толстой взял жены 18-летнюю Софью Берс, дочь придворного врача. Молодые люди сыграли свадьбу несколько недель знакомства. год писатель начал работать романом «Война мир». 1865 году Толстой дописал первый черновик, начал бесконечно перечитывать переписывать свои труды., написание каждой рукописной версии отвечала Софья Андреевна. Зачастую девушке приходилось использовать увеличительное стекло сильно напрягать глаза, разобрать мелкие записи самого Льва Николаевича. течение следующих семи лет Софья переписала рукописи целых восемь, некоторые отдельные части — 30 раз. Параллельно этим жена Толстого родила писателю 13 детей, отвечала воспитание ведение хозяйства. смерти супруга женщина продолжила дело занималась сохранением архивов произведений. Брак Льва Николаевича Толстого своей женой считается одним самых неудачных истории русской литературы. Софья Андреевна Лев Николаевич женились любви, причем очень горячей, оказалось, мимолетной. Странности начались заключения брака — ночь свадьбой писатель заставил читать молодую девушку свои дневники, которых описаны «добрачные» отношения представительницами женского пола. мере, Толстой погружался философские литературные вопросы, интерес жене семье ослабевал, задачи управлению имением, деньгами детьми легли плечи Софьи. Приглашаем наш новый паблик, каждый день публикуем душевные стихи прозу, также интересные истории жизни поэтов писателей. Подписывайтесь, потерять";образование
ноябре 1836 года Пушкин несколько друзей получили почте анонимный пасквиль французском языке, котором говорилось: «Полные кавалеры, командоры рыцари светлейшего Ордена рогоносцев, собравшись Великом капитуле, председательством достопочтенного великого магистра Ордена, превосходительства Д. Л. Нарышкина, единодушно избрали господина Александра Пушкина коадъютором (заместителем)великого магистра Ордена рогоносцев историографом Ордена». Текст намекал просто «рога» поэта: знали, жена князя Нарышкина фавориткой Александра I родила дочь, пока муж получал царя колоссальные суммы, закрывал глаза адюльтер. Иными словами, письмо намекало мнимую связь Натальи Николаевны императором, это привело Пушкина ярость. Поэт уверен, автором письма является приемный отец офицера Дантеса — голландский посланник Луи Геккерн. Окончательно убедил приятель — типограф Михаил Яковлев, который заявил, бумага, которой изложен текст, явно произведена границей. Пушкин послал Дантесу вызов дуэль, состоялась: неделю Жорж сделал предложение сестре Натальи Николаевны Екатерине Гончаровой, приняла. итоге Пушкин вынужден отозвать свой вызов. менее, отношения «родственниками» ладились. Кто-то продолжал распространять шутки, похожие казарменные каламбуры, адрес Пушкина семьи. Александр Сергеевич продолжал думать, это делает Геккерн, конце концов послал крайне оскорбительное письмо, зная, приемный сын посла вызовет дуэль. Дантес оправдал ожидания поэта, кончился поединок, знают. написал пасквиль? Существует версии: согласно первой, авторами письма князья Иван Гагарин Петр Долгорукий — двое повес, которые дружили Дантесом. Однако экспертиза показала, почерк принадлежит одному, другому, сами молодые люди яростно отрицали причастность скандалу. одну версию озвучил сын Николая I, который как-то столом сказал, тайна раскрыта: пасквиль придумала распространила графиня Нессельроде — дочь министра финансов Дмитрия Гурьева. Чиновник известен своей страстью ко взяточничеству, дочь — надменностью, обоих нередко упоминали эпиграммах, авторство которых приписывали Пушкину. Нашлось доказательство причастности графини: смерти мужа сейфе обнаружили копию пасквиля. Однако некоторые историки предполагают, графиня лишь одной получательниц письма, отправили многим. Написал... друг Пушкина Александр Раевский. Приятель постоянно соперничал поэтом завидовал успеху — воспользовался случаем, Петербургу поползли слухи, внимание Наталье Николаевне уделяет Николай I., несмотря существование разных версий, тайна пасквиля сих пор раскрыта: всё неизвестно, написал письмо, которое привело дуэли, которой погиб самый известный русский поэт. Каждый день интересные факты истории прошлого России паблике;образование
Богатые, бедные нищие среди крестьян. «Зажиточный пользуется большим уважением стороны односельчан. встречах богатого бедного, последний снимает шапку кланяется, время богатый приподнимает свой головной убор. сказывается, умение нажить копейку служит глазах местного населения мерилом ума, характера вообще достоинства человека. Равенство людей одного имущественного положения нарушается отношением женщине. Мужчины считают выше женщин, которые должны оказывать знаки почитания: встречаясь кланяться первыми переходить дороги. крестьянами личностей, выдающихся благотворительностью. Жертвуют бедным, сиротам, вдовам, больным - преимущественно покупку скота, орудий земледельческих, постройку дома, пищу, лекарство. Жертвуют украшение храма. нищенству относятся снисходительно: сирот, калек, вдов жалеют. обычаю нищенство запрещается. Наоборот, нищий считается божьим гостем, которого грешно накормить, подать. Особые побуждения подаче милостыни втайне. Такая милостыня скорее дойдёт бога, особенно разных болезнях несчастиях». Князь Вячеслав Николаевич Тенишев заметной фигурой своей эпохи: известен основатель российского автомобилестроения, владелец нескольких заводов, куратор Русской экспозиции Всемирной выставке Париже 1900 года... Кроме прочего Тенишев прекрасным виолончелистом, археологом этнографом - проводил обширные этнографические исследования. этих целей 1897 году открыл Санкт-Петербурге Этнографическое бюро - предприятие, основной целью которого организация проведение массового сбора сведений русском крестьянстве. Князь Тенишев изучал нравы быт русских крестьян чисто прагматических соображений. уверен, сохранить стабильность общества, научившись управлять людьми. нужно знать мировоззрение «управляемых», поведение, вкусы, привычки потребности. Каждый день интересные факты истории прошлого России паблике;образование
12 октября 1857 года родился Роман Кондратенко - русский генерал-лейтенант, герой обороны крепости Порт-Артур. Отличительным свойством Кондратенко умение воздействовать дух войск, заметно сказалось отражении нескольких штурмов, никто надеялся успех. Роман Исидорович Кондратенко родился Тифлисе (сегодня — Тбилиси, Грузия ), семье бедного дворянина. Роман, благодаря помощи старшего брата, который жил Петербурге, определен учебу Полоцкую военную гимназию казенный счет. 1877 году закончил обучение числе лучших выпускников. Далее становится юнкером Николаевского инженерного училища Петербурге, располагавшегося, Инженерная академия, бывшем дворце Павла I. Высшее образование получил Академии генерального штаба, обучался 1879 1884 год. Прослужив некоторое время инженерному ведомству, 1895 году Кондратенко получил полк. 1901 году получает звание генерал-майора. 1903 году Кондратенко получил 7-ю Восточно-Сибирскую стрелковую бригаду Порт-Артуре. самый тяжелый момент осады города возглавил оборону, занимался усовершенствованием оборонительных позиций. Кондратенко лично руководил обороной самых сложных опасных участках. смог связать сухопутные морские войска одно целое, умело направляя дружной, совместной работе. Погиб Роман Исидорович Кондратенко (2)15 декабря 1904 года. смерть предрешила судьбу крепости. Буквально две недели Порт-Артур предательски сдан генералами Стесселем Фоком, несмотря возможность дальнейшей обороны. интересного нашей группе;образование
ПИСЬМО - ПРЕДСКАЗАНИЕ РАСПУТИНА Распутин остаётся одной самых загадочных фигур истории России, интерес личности живёт сих пор. приписывают множество пророчеств, среди которых особенно мрачно звучит одно последних писем, адресованное царю Николаю II, написанное незадолго смерти. 17 декабря 1916 года Распутин убит. тело дубовом гробу доставили Чесменскую часовню пути Петербурга Царское Село. Сразу прибытии туда собрались дочери племянницы Распутина. распоряжению царицы доступ посторонних часовне закрыт. Девушки принесли собой вещи платье покойного. Информацию смерти Распутина передали Императору телеграфу. Николай II поспешил вернуться Петербург, глубоко опечаленный этим событием. `` погиб, '' - говорил, силах справиться тяжестью утраты. Несмотря попытки успокоить царя, ничто могло отвлечь мрачных мыслей. убеждён, смерть Распутина приведёт собственному концу. Царица её дочери также могли сдержать слёзы. дворцовой часовне непрестанно проходили поминки. Тело Распутина тайно перенесено одну часовен Царском Селе захоронения. похорон службы продолжали совершаться, присутствовала исключительно ближайшая окружение царской семьи. тайной церемонии члены царской семьи активно помогали переносе гроба склеп. груди покойного положили икону, которой расписались присутствующие. смерти Распутина Николай II чувствовал серьёзной опасности. часто проводил собрания представителями Департамента полиции, располагал никого никому доверял, лишь усугубляло положение. обратим внимание само «Письмо», написанное Распутиным гибелью. Существует четыре версии письма, каждая немного отличается, расскажу первой версии, опубликованной писательницей В. Жуковской её воспоминаниях «Мои воспоминания Григории Распутине, 1914-1916»: «пишу это письмо, последнее, останется Санкт-Петербурге. чувствую, умру 1 января 1917 года. убьют обычные убийцы, особенно русские крестьяне,, Папа, должен беспокоиться своих Детях – смог править Россией ещё сто лет. кровь пролита боярами дворянами, удастся смыть её рук двадцать пять лет. придётся бежать России. Братья будут убивать братьев, ненависть царить среди. двадцать пять лет одного дворянина России останется. создали новый паблик, публикуем интересные факты истории России времен Рюриковичей Романовых. Подписывайтесь, потерять;образование
"Собаки отдушиной царской семьи, заключенной екатеринбургском доме Ипатьева. писала Александра Федоровна Анне Вырубовой: `` Пишу, отдыхая обеда; камин горит, твоя маленькая собачка Джимми лежит рядом, пока хозяйка рояле играет '', `` утром постели пишу, Джимми спит прямо носом мешает. Ортипо ногах, теплее ''. отрывок письма цесаревича Алексея П.В. Петрову: `` Дорогой Петр Васильевич. Поздравляю наступающим праздником Новым годом... Джой толстеет каждым днем, ест разные гадости помойной ямы. гонят палками. знакомых городе поэтому убегает ''. ночь 17 июля 1918 года собаки стали участниками кровавых событий подвале Ипатьевского дома. `` (убитых)увезли... остались две собаки. собаки, - рассказывал цареубийц Григорий Никулин. - Одна - бульдог... низкорослый, знаете, бульдожистый. вторая, такая, - болонка, какая-то особая собачка... Собаки почувствовали, хозяев, понимаете, давай выть... Расстрелять нехорошо..., шуму понаделали..., выманили кое-как улицу. двор выманили, понимаете, кончили ''. Джоя ту ночь спасло, лаял, будучи непослушным, часто убегал ночевал улице. Позже, город пришли белые, офицеров узнал собаку цесаревича Алексея. Епископ Сан-Францисский Западно-Американский Василий (миру Владимир Михайлович Родзянко, двоюродный племянник полковника русской императорской армии Павла Павловича Родзянко)рассказывал, дядя Дальний Восток вывез Джоя Англию. Собака осталась жить дворе короля Георга V. смерти пес похоронен кладбище королевских собак Виндзорском замке. Приглашаем наш новый паблик, каждый день рассказываем интересные факты истории прошлого России эпохи Рюриковичей Романовых";образование
байка, быль Сто лет назад Петербурге Вознесенском проспекте располагался уникальный ресторан, отличавшийся многих других, происходило драк, скандалов, дебошей, связанные пьянством посетителей. Это происходило благодаря строгому отбору обслуживающего персонала. Каждый работник — повара гардеробщика — проходил обязательный экзамен способность «выносить пьяного». Хозяин заведения, Порфирий Филимонович, лично проверял кандидатуры уделял внимание лишь, действительно мог справиться испытанием, всем удавалось получить вожделенную работу. человеку удавалось пройти отбор, ждали высокая зарплата достоинство стороны владельца. Суть испытания заключалась, Порфирий Филимонович, обладая заметной физической силой внушительной комплекцией, удовольствием шёл ресторану, сшибая мебель угрожая, молодости «медведя ходил». Задача кандидата заключалась, испугаться попытаться успокоить разгорячённого работодателя. Немногим удавалось избежать серьёзных травм, справиться буйным Порфирием. Однажды экзамен попал юноша «щуплым, студенческим» обликом. Хозяин поначалу собирался тратить время, парень проявил упорство. внимательно наблюдал, Порфирий разгоняет заведение, затем снял очки, считанные секунды избавился своего сюртука, вытащил шарф рукавов, бросившись навстречу Филимоновичу, ловко ударил уху. Пока стоял растерянности, юноша быстро надел сюртук задом наперед забинтовал руки шарфом, затем, немного подумав, свернул салфеток кляп, церемонившись, заткнул рот удивлённому работодателю. результате таких событий Порфирию Филимоновичу пришлось провести несколько дней постели, каким-то образом оказались сломаны ребра. менее, стал обижаться «студента Аркашку» взял работу, предварительно выяснив, ловко «потренировался». Оказалось, несколько лет назад Аркадий Рыбин работал санитаром психиатрической больнице имел дело опасными противниками, Порфирий Филимонович. фото: русский купец Ознобишин Дмитрий Петрович. 1887г. Каждый день интересные факты истории прошлого России паблике;образование
Великая княжна Мария Николаевна Романова — третья дочь последнего российского императора Николая II. Родилась 26 июня 1899 года Петергофе. Девочку назвали честь небесной покровительницы Марии Магдалины. гостей, восхищённый новорожденной, сравнил её ангелом, изображённым одном готических соборов Европы. тех пор семье её стали называть `` наш ангелочек ''. Современники отмечали, Машенька самой красивой дочерью Николая. «Великая княжна удивительно привлекательна, обладая типично романовской внешностью: её тёмно-синие глаза обрамлены длинными ресницами, великолепная копна тёмно-каштановых волос привлекала внимание», — писала своих воспоминаниях подруга императрицы Юлия фон Ден. Кроме, Мария отличалась добротой заботливостью. «кругу семьи самой простой дружелюбной», — отмечал следователь Соколов. — «обожала играть заботиться маленьких детях. нравилось общаться простыми людьми: умела поддерживать разговор солдатами, интересуясь бытом, прекрасно знала каждом хозяйстве». время Первой мировой войны Мария вместе сёстрами навещала Мариинский госпиталь, помогая ухаживать раненными солдатами. Мария Анастасия ещё молоды, могли исполнять обязанности сестёр милосердия, однако старались помогать, могли — готовили бинты, развлекали раненых читали наизусть. Мария проводила времени беседах военными, запомнив имена солдат, находившихся её опекой. Многие теплотой вспоминали своих встречах княжной. Мария рассказывала своей няне мечте выйти замуж солдата родить двадцать детей., сожалению, её сёстрам, суждено осуществить мечту, несмотря наличие поклонников. Свой последний, 19-й день рождения Мария отметила доме Ипатьева Екатеринбурге. Девушке удалось расположить красноармейцев,, Иван Скороходов, попытался тайно подарить именинный пирог. Однако смог пронести дом, остановлен патрулём. результате солдату сделали выговор запретили входить дом, жила царская семья. Великая княжна Мария убита вместе родными июле 1918 года, 19 лет. создали новый паблик, публикуем интересные факты истории России времен Рюриковичей Романовых. Подписывайтесь, потерять;образование
«Мучительница душегубица» помещица Дарья Салтыкова умела читать, писать. никак возьмешь толк, почему эта безграмотная дворянка тепло дружелюбно принималась просвещенных домах Мусиных-Пушкиных, Давыдовых, Толстых., бывали родовом имении Салтыковых, шел тихий дьявольский мор? Помещики-соседи считали это место чумным старались обходить. сельском кладбище поместья Салтыковых появлялись новые новые могилы. Местный народ хранил полное молчание, задавленный страхом. весной 1762 года тайна поместья Дарьи Салтыковой раскрыта, дело Салтычихи, барыни-палача, стало быстро раскручиваться. Крепостным крестьянам Савелию Мартынову Ермолаю Ильину риском жизни удалось добраться Петербурга. Они-то передали государыне-матушке Екатерине II жалобу беспредел зверства Салтычихи, которые творила отношении своих крестьян. Императрица, получив бумагу прочитав, распорядилась открыть уголовное дело против Дарьи Салтыковой. ходе расследования выяснилось, помещица загубила ста человек., нравилось течение дня ночи подвергать изощренным пыткам провинившуюся крестьянку (вину Салтычиха придумывала сама ). стоило плеснуть кипятком лицо жертве, поджечь волосы. Составлением текста приговора Салтычихе занималась сама императрица. вместо фамилии мелькали следующие слова: «урод рода человеческого», «бесчеловечная вдова». Суд вынес свое решение, согласно которому Дарья Салтыкова должна провести жизнь тюрьме Донского монастыря. этим «поносительное зрелище» Лобном месте Красной площади. Слез раскаяния лице Салтычихи никто увидел. Приглашаем наш новый паблик, каждый день рассказываем интересные факты истории прошлого России эпохи Рюриковичей Романовых;образование
